system:index,Bins,Date,Index_Type,Week_Label,.geo
47,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-11-25,NDSI,Week 48: Nov 25 – Dec 01,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-12-02,NDSI,Week 49: Dec 02 – Dec 08,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-12-09,NDSI,Week 50: Dec 09 – Dec 15,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-12-16,NDSI,Week 51: Dec 16 – Dec 22,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-12-23,NDSI,Week 52: Dec 23 – Dec 29,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-12-30,NDSI,Week 53: Dec 30 – Jan 05,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-01-06,NDSI,Week 54: Jan 06 – Jan 12,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-01-13,NDSI,Week 55: Jan 13 – Jan 19,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-01-20,NDSI,Week 56: Jan 20 – Jan 26,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-01-27,NDSI,Week 57: Jan 27 – Feb 02,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8742393255233765, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8742393255233765, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8742393255233765, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-02-03,NDSI,Week 58: Feb 03 – Feb 09,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8800113797187805, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8800113797187805, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8800113797187805, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-02-10,NDSI,Week 59: Feb 10 – Feb 16,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=-9999, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8899999856948853, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8899999856948853, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8899999856948853, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-02-17,NDSI,Week 60: Feb 17 – Feb 23,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,"[{Mean_NDSI=0.8725870847702026, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8725870847702026, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8650983404694942, Elevation Range=734.0-784.0}, {Mean_NDSI=0.863602451980114, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8564197222391764, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8566854000091553, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8566854000091553, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8948816657066345, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8948816657066345, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8948816657066345, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-02-24,NDSI,Week 61: Feb 24 – Mar 02,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,"[{Mean_NDSI=0.9049921837720004, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8832291621847201, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8716116624585749, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8573395121428702, Elevation Range=784.0-834.0}, {Mean_NDSI=0.856738805770874, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8570551872253418, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8570551872253418, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-03-03,NDSI,Week 62: Mar 03 – Mar 09,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,"[{Mean_NDSI=0.863179510714961, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8426197220067508, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8440285088523986, Elevation Range=734.0-784.0}, {Mean_NDSI=0.838525256689857, Elevation Range=784.0-834.0}, {Mean_NDSI=0.81516033411026, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-03-10,NDSI,Week 63: Mar 10 – Mar 16,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=-9999, Elevation Range=684.0-734.0}, {Mean_NDSI=-9999, Elevation Range=734.0-784.0}, {Mean_NDSI=-9999, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7997262477874756, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-03-17,NDSI,Week 64: Mar 17 – Mar 23,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,"[{Mean_NDSI=0.8314765095710754, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8242779565708978, Elevation Range=684.0-734.0}, {Mean_NDSI=0.7887098229891881, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8168130018569867, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8592179540325614, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8578094024868572, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8614157206482358, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-03-24,NDSI,Week 65: Mar 24 – Mar 30,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,"[{Mean_NDSI=0.780353990319657, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8178369010686874, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8096814093135652, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8084026113246222, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8316599013750184, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8487480429005361, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8391400663437191, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8400096026111822, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8370255244814832, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8096816939742941, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.7889868643548753, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-03-31,NDSI,Week 66: Mar 31 – Apr 06,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,"[{Mean_NDSI=0.7840946259563917, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8250280554294587, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8243282529285976, Elevation Range=734.0-784.0}, {Mean_NDSI=0.81519603114458, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8265249379809444, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8472804372506114, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8452916930160417, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8453780490843976, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8390928912853849, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8076267172763874, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.8186821923140557, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.8353781072413864, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.835667610168457, Elevation Range=1234.0-1284.0}, {Mean_NDSI=0.835667610168457, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-04-07,NDSI,Week 67: Apr 07 – Apr 13,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,"[{Mean_NDSI=0.7857747818917444, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8125786817202004, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8061245231290618, Elevation Range=734.0-784.0}, {Mean_NDSI=0.799903964014089, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8156383018387426, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8316446401960282, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8372922495744074, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8508162310877242, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8480459657999185, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8626260130028975, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-04-14,NDSI,Week 68: Apr 14 – Apr 20,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,"[{Mean_NDSI=0.896414067034852, Elevation Range=634.0-684.0}, {Mean_NDSI=0.9330250388383865, Elevation Range=684.0-734.0}, {Mean_NDSI=0.9137618343778812, Elevation Range=734.0-784.0}, {Mean_NDSI=0.9054213020690652, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8967623883050114, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8685073530242454, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8544775149506382, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8998506692634232, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.9089062175443096, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8996281111851717, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.8902617057744604, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.877236807346344, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.8650999665260315, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-04-21,NDSI,Week 69: Apr 21 – Apr 27,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,"[{Mean_NDSI=0.8876716774212171, Elevation Range=634.0-684.0}, {Mean_NDSI=0.9115967837572098, Elevation Range=684.0-734.0}, {Mean_NDSI=0.9040399070770021, Elevation Range=734.0-784.0}, {Mean_NDSI=0.9030099878747175, Elevation Range=784.0-834.0}, {Mean_NDSI=0.9097962724279475, Elevation Range=834.0-884.0}, {Mean_NDSI=0.922527612232771, Elevation Range=884.0-934.0}, {Mean_NDSI=0.933601358672604, Elevation Range=934.0-984.0}, {Mean_NDSI=0.9511372447013855, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.9431819376491365, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.9208307213162723, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.9074355669137908, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.9263647794723511, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-04-28,NDSI,Week 70: Apr 28 – May 04,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,"[{Mean_NDSI=0.7755670357648641, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8567247078418732, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8693340202820034, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8841523545388957, Elevation Range=784.0-834.0}, {Mean_NDSI=0.9064955453311696, Elevation Range=834.0-884.0}, {Mean_NDSI=0.9191151601323009, Elevation Range=884.0-934.0}, {Mean_NDSI=0.881154481129548, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8601646548137069, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.9054460326830546, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.9538096189498901, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2021-05-05,NDSI,Week 71: May 05 – May 11,"{""type"":""MultiPoint"",""coordinates"":[]}"
