system:index,Bins,Date,Index_Type,Week_Label,.geo
49,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-12-09,NDSI,Week 50: Dec 09 – Dec 15,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-12-16,NDSI,Week 51: Dec 16 – Dec 22,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-12-23,NDSI,Week 52: Dec 23 – Dec 29,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-12-30,NDSI,Week 53: Dec 30 – Jan 05,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-01-06,NDSI,Week 54: Jan 06 – Jan 12,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-01-13,NDSI,Week 55: Jan 13 – Jan 19,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-01-20,NDSI,Week 56: Jan 20 – Jan 26,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-01-27,NDSI,Week 57: Jan 27 – Feb 02,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8742393255233765, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8742393255233765, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8792186638094345, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-02-03,NDSI,Week 58: Feb 03 – Feb 09,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8800113797187805, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8800113797187805, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8807404569859775, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-02-10,NDSI,Week 59: Feb 10 – Feb 16,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8075077533721924, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8838894499672784, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8922722159691576, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-02-17,NDSI,Week 60: Feb 17 – Feb 23,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,"[{Mean_NDSI=0.8799494862556457, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=0.9073236584663391, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8143315513928732, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8889149905722818, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8945599355787601, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-02-24,NDSI,Week 61: Feb 24 – Mar 02,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,"[{Mean_NDSI=0.9287055871065926, Elevation Range=645.0-695.0}, {Mean_NDSI=0.9363230553365522, Elevation Range=695.0-745.0}, {Mean_NDSI=0.9209195375442505, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8378740549087524, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8962429165840149, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8962429165840149, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8962429165840149, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-03-03,NDSI,Week 62: Mar 03 – Mar 09,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,"[{Mean_NDSI=0.8698989629745484, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8222299218177795, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8727779388427734, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8727779388427734, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8727779388427734, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-03-10,NDSI,Week 63: Mar 10 – Mar 16,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,"[{Mean_NDSI=0.8244181275367737, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=0.7997262477874756, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8002758279759833, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8188726206620535, Elevation Range=895.0-945.0}, {Mean_NDSI=0.855496899286906, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8586816191673279, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-03-17,NDSI,Week 64: Mar 17 – Mar 23,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,"[{Mean_NDSI=0.8223791718482971, Elevation Range=645.0-695.0}, {Mean_NDSI=0.9067436390452914, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8046533465385437, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8000415487492338, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8181513746579488, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8487843791643779, Elevation Range=945.0-995.0}, {Mean_NDSI=0.851448118686676, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-03-24,NDSI,Week 65: Mar 24 – Mar 30,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,"[{Mean_NDSI=0.8227280553649453, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8568879542527376, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8852361907129702, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8202951855129665, Elevation Range=795.0-845.0}, {Mean_NDSI=0.7927300432060338, Elevation Range=845.0-895.0}, {Mean_NDSI=0.7906709023884364, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8459228199036395, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8244237477580706, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.7741295220577611, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-03-31,NDSI,Week 66: Mar 31 – Apr 06,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,"[{Mean_NDSI=0.8363645155640209, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8255049506823222, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8831636154133341, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8000196774800619, Elevation Range=795.0-845.0}, {Mean_NDSI=0.7805935227418248, Elevation Range=845.0-895.0}, {Mean_NDSI=0.7891303156103406, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8500584096856456, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8244106695055962, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.7757221903421182, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.7757405042648315, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.7763280249109455, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.7757405042648315, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.7757405042648315, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.7757405042648315, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-04-07,NDSI,Week 67: Apr 07 – Apr 13,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,"[{Mean_NDSI=0.8374383712516111, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8138590825705969, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8111108779907227, Elevation Range=745.0-795.0}, {Mean_NDSI=0.7814555538667215, Elevation Range=795.0-845.0}, {Mean_NDSI=0.7798337447337615, Elevation Range=845.0-895.0}, {Mean_NDSI=0.7892300123753755, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8492785982095479, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8251531347632408, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.7777071500246504, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-04-14,NDSI,Week 68: Apr 14 – Apr 20,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,"[{Mean_NDSI=0.9248365856268826, Elevation Range=645.0-695.0}, {Mean_NDSI=0.9315204368697272, Elevation Range=695.0-745.0}, {Mean_NDSI=0.9480125586191813, Elevation Range=745.0-795.0}, {Mean_NDSI=0.916616422974545, Elevation Range=795.0-845.0}, {Mean_NDSI=0.9276013729865091, Elevation Range=845.0-895.0}, {Mean_NDSI=0.9382008244948727, Elevation Range=895.0-945.0}, {Mean_NDSI=0.940393512260239, Elevation Range=945.0-995.0}, {Mean_NDSI=0.9336644877405728, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.9290820933737844, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.9271220224244254, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.9270393361063565, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.9269004382339179, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.925784170627594, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.925784170627594, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-04-21,NDSI,Week 69: Apr 21 – Apr 27,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,"[{Mean_NDSI=0.9029186455642476, Elevation Range=645.0-695.0}, {Mean_NDSI=0.9188726884347421, Elevation Range=695.0-745.0}, {Mean_NDSI=0.9437067518799992, Elevation Range=745.0-795.0}, {Mean_NDSI=0.9134577097637313, Elevation Range=795.0-845.0}, {Mean_NDSI=0.9229424730279392, Elevation Range=845.0-895.0}, {Mean_NDSI=0.9317432962246796, Elevation Range=895.0-945.0}, {Mean_NDSI=0.9241067851767127, Elevation Range=945.0-995.0}, {Mean_NDSI=0.9044016346377624, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.9035903762939365, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8932435861578932, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.9020460537501744, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.8805731109210423, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.8540701338878045, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.852887130596421, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-04-28,NDSI,Week 70: Apr 28 – May 04,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,"[{Mean_NDSI=0.7874299533226911, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8220085435443454, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8816168570922593, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8437335916927883, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8716827595144286, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8960434852448185, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8537892354706119, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8433803849750094, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8900509224488184, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8785337805747986, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.8911587595939636, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.8911587595939636, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-05-05,NDSI,Week 71: May 05 – May 11,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,"[{Mean_NDSI=0.85266072872807, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8543790600917958, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8373329932406798, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8149552664586476, Elevation Range=795.0-845.0}, {Mean_NDSI=0.7990849478410023, Elevation Range=845.0-895.0}, {Mean_NDSI=0.7830871513911656, Elevation Range=895.0-945.0}, {Mean_NDSI=0.7538422163989809, Elevation Range=945.0-995.0}, {Mean_NDSI=0.7702842194075677, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.7929126626194114, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.7576207769544501, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.7652692596117655, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.7762345671653748, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.7762345671653748, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.7762345671653748, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2021-05-12,NDSI,Week 72: May 12 – May 18,"{""type"":""MultiPoint"",""coordinates"":[]}"
