system:index,Bins,Date,Index_Type,Week_Label,.geo
47,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2020-11-25,NDSI,Week 48: Nov 25 – Dec 01,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2020-12-02,NDSI,Week 49: Dec 02 – Dec 08,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2020-12-09,NDSI,Week 50: Dec 09 – Dec 15,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2020-12-16,NDSI,Week 51: Dec 16 – Dec 22,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2020-12-23,NDSI,Week 52: Dec 23 – Dec 29,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2020-12-30,NDSI,Week 53: Dec 30 – Jan 05,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-01-06,NDSI,Week 54: Jan 06 – Jan 12,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-01-13,NDSI,Week 55: Jan 13 – Jan 19,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-01-20,NDSI,Week 56: Jan 20 – Jan 26,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=-9999, Elevation Range=883.0-933.0}, {Mean_NDSI=-9999, Elevation Range=933.0-983.0}, {Mean_NDSI=-9999, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-01-27,NDSI,Week 57: Jan 27 – Feb 02,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=0.9090052247047424, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8752543444816883, Elevation Range=933.0-983.0}, {Mean_NDSI=0.877183284892504, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.8742393255233765, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.8742393255233765, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-02-03,NDSI,Week 58: Feb 03 – Feb 09,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8930034935474396, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8801599993155553, Elevation Range=933.0-983.0}, {Mean_NDSI=0.880442435760422, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.8800113797187805, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.8800113797187805, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-02-10,NDSI,Week 59: Feb 10 – Feb 16,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,"[{Mean_NDSI=-9999, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=-9999, Elevation Range=783.0-833.0}, {Mean_NDSI=-9999, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8193683157796445, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8500458472939931, Elevation Range=933.0-983.0}, {Mean_NDSI=0.8874991894681792, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.8899999856948853, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.8899999856948853, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-02-17,NDSI,Week 60: Feb 17 – Feb 23,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,"[{Mean_NDSI=0.8898177143684491, Elevation Range=633.0-683.0}, {Mean_NDSI=0.8725870847702026, Elevation Range=683.0-733.0}, {Mean_NDSI=0.8668018032478381, Elevation Range=733.0-783.0}, {Mean_NDSI=0.8641918297273566, Elevation Range=783.0-833.0}, {Mean_NDSI=0.8568211621046067, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8519964521516583, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8557524611101006, Elevation Range=933.0-983.0}, {Mean_NDSI=0.8909952820945973, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.8948816657066345, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.8948816657066345, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-02-24,NDSI,Week 61: Feb 24 – Mar 02,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,"[{Mean_NDSI=0.9223231155216458, Elevation Range=633.0-683.0}, {Mean_NDSI=0.8936490734708811, Elevation Range=683.0-733.0}, {Mean_NDSI=0.880041549405778, Elevation Range=733.0-783.0}, {Mean_NDSI=0.8574199280106878, Elevation Range=783.0-833.0}, {Mean_NDSI=0.8564220237731933, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8573254474278154, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8821353340148925, Elevation Range=933.0-983.0}, {Mean_NDSI=0.8962429165840149, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-03-03,NDSI,Week 62: Mar 03 – Mar 09,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,"[{Mean_NDSI=0.8815394298007828, Elevation Range=633.0-683.0}, {Mean_NDSI=0.8478337947664589, Elevation Range=683.0-733.0}, {Mean_NDSI=0.8459174988024375, Elevation Range=733.0-783.0}, {Mean_NDSI=0.838912430864114, Elevation Range=783.0-833.0}, {Mean_NDSI=0.8156540592511495, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8727779388427734, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8727779388427734, Elevation Range=933.0-983.0}, {Mean_NDSI=0.8727779388427734, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-03-10,NDSI,Week 63: Mar 10 – Mar 16,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,"[{Mean_NDSI=0.8244181275367737, Elevation Range=633.0-683.0}, {Mean_NDSI=-9999, Elevation Range=683.0-733.0}, {Mean_NDSI=-9999, Elevation Range=733.0-783.0}, {Mean_NDSI=0.7997262477874756, Elevation Range=783.0-833.0}, {Mean_NDSI=0.8000769222569035, Elevation Range=833.0-883.0}, {Mean_NDSI=0.80751040764153, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8335242165616278, Elevation Range=933.0-983.0}, {Mean_NDSI=0.84851761954896, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-03-17,NDSI,Week 64: Mar 17 – Mar 23,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,"[{Mean_NDSI=0.8236449315641932, Elevation Range=633.0-683.0}, {Mean_NDSI=0.871558033329944, Elevation Range=683.0-733.0}, {Mean_NDSI=0.8045461232564888, Elevation Range=733.0-783.0}, {Mean_NDSI=0.8229214378681261, Elevation Range=783.0-833.0}, {Mean_NDSI=0.8407732399331047, Elevation Range=833.0-883.0}, {Mean_NDSI=0.853132546373776, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8380667578394168, Elevation Range=933.0-983.0}, {Mean_NDSI=0.8429468223389159, Elevation Range=983.0-1033.0}, {Mean_NDSI=-9999, Elevation Range=1033.0-1083.0}, {Mean_NDSI=-9999, Elevation Range=1083.0-1133.0}, {Mean_NDSI=-9999, Elevation Range=1133.0-1183.0}, {Mean_NDSI=-9999, Elevation Range=1183.0-1233.0}, {Mean_NDSI=-9999, Elevation Range=1233.0-1283.0}, {Mean_NDSI=-9999, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-03-24,NDSI,Week 65: Mar 24 – Mar 30,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,"[{Mean_NDSI=0.7917406783954021, Elevation Range=633.0-683.0}, {Mean_NDSI=0.8240702208932996, Elevation Range=683.0-733.0}, {Mean_NDSI=0.8119533085116157, Elevation Range=733.0-783.0}, {Mean_NDSI=0.8084707845306592, Elevation Range=783.0-833.0}, {Mean_NDSI=0.8285418721074044, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8444548195441203, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8375244506657235, Elevation Range=933.0-983.0}, {Mean_NDSI=0.8378346806242678, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.811523863145181, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.7917542635873936, Elevation Range=1083.0-1133.0}, {Mean_NDSI=0.7803925522943822, Elevation Range=1133.0-1183.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1183.0-1233.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1233.0-1283.0}, {Mean_NDSI=0.7741394639015198, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-03-31,NDSI,Week 66: Mar 31 – Apr 06,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,"[{Mean_NDSI=0.7978265665721982, Elevation Range=633.0-683.0}, {Mean_NDSI=0.8213661029679398, Elevation Range=683.0-733.0}, {Mean_NDSI=0.8205007383444238, Elevation Range=733.0-783.0}, {Mean_NDSI=0.81343022663647, Elevation Range=783.0-833.0}, {Mean_NDSI=0.8201790394551502, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8412467638050374, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8418045562030212, Elevation Range=933.0-983.0}, {Mean_NDSI=0.8406157952797071, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.8107459349138243, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.7913421893484207, Elevation Range=1083.0-1133.0}, {Mean_NDSI=0.7954799812119286, Elevation Range=1133.0-1183.0}, {Mean_NDSI=0.820050243175391, Elevation Range=1183.0-1233.0}, {Mean_NDSI=0.8268176156257275, Elevation Range=1233.0-1283.0}, {Mean_NDSI=0.8253353505299009, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-04-07,NDSI,Week 67: Apr 07 – Apr 13,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,"[{Mean_NDSI=0.7999613545548969, Elevation Range=633.0-683.0}, {Mean_NDSI=0.8075751931491223, Elevation Range=683.0-733.0}, {Mean_NDSI=0.8025774573201792, Elevation Range=733.0-783.0}, {Mean_NDSI=0.7975698925586887, Elevation Range=783.0-833.0}, {Mean_NDSI=0.8096154913848392, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8272098003161256, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8343826260645937, Elevation Range=933.0-983.0}, {Mean_NDSI=0.8424152947639386, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.8198622318756837, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.7964153358702025, Elevation Range=1083.0-1133.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1133.0-1183.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1183.0-1233.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1233.0-1283.0}, {Mean_NDSI=0.7777333855628967, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-04-14,NDSI,Week 68: Apr 14 – Apr 20,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,"[{Mean_NDSI=0.9002791862297621, Elevation Range=633.0-683.0}, {Mean_NDSI=0.9336618842833511, Elevation Range=683.0-733.0}, {Mean_NDSI=0.9158842404092554, Elevation Range=733.0-783.0}, {Mean_NDSI=0.9057258661032042, Elevation Range=783.0-833.0}, {Mean_NDSI=0.9004677855593518, Elevation Range=833.0-883.0}, {Mean_NDSI=0.8897410979941444, Elevation Range=883.0-933.0}, {Mean_NDSI=0.8999268005182455, Elevation Range=933.0-983.0}, {Mean_NDSI=0.9192955860432158, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.9157256229281147, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.9044402085732077, Elevation Range=1083.0-1133.0}, {Mean_NDSI=0.9069923410619743, Elevation Range=1133.0-1183.0}, {Mean_NDSI=0.9134946499463807, Elevation Range=1183.0-1233.0}, {Mean_NDSI=0.9191132567145608, Elevation Range=1233.0-1283.0}, {Mean_NDSI=0.925784170627594, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-04-21,NDSI,Week 69: Apr 21 – Apr 27,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,"[{Mean_NDSI=0.8885697888926353, Elevation Range=633.0-683.0}, {Mean_NDSI=0.9144265795350516, Elevation Range=683.0-733.0}, {Mean_NDSI=0.9077162045364578, Elevation Range=733.0-783.0}, {Mean_NDSI=0.9045679948140255, Elevation Range=783.0-833.0}, {Mean_NDSI=0.9086536643045604, Elevation Range=833.0-883.0}, {Mean_NDSI=0.9201551612712696, Elevation Range=883.0-933.0}, {Mean_NDSI=0.931807190301467, Elevation Range=933.0-983.0}, {Mean_NDSI=0.9254756654527437, Elevation Range=983.0-1033.0}, {Mean_NDSI=0.9121284672471344, Elevation Range=1033.0-1083.0}, {Mean_NDSI=0.8995854694969749, Elevation Range=1083.0-1133.0}, {Mean_NDSI=0.9030550068830588, Elevation Range=1133.0-1183.0}, {Mean_NDSI=0.897101322100276, Elevation Range=1183.0-1233.0}, {Mean_NDSI=0.8649414953227356, Elevation Range=1233.0-1283.0}, {Mean_NDSI=0.8586225491939204, Elevation Range=1283.0-1333.0}, {Mean_NDSI=-9999, Elevation Range=1333.0-1383.0}, {Mean_NDSI=-9999, Elevation Range=1383.0-1433.0}]",2021-04-28,NDSI,Week 70: Apr 28 – May 04,"{""type"":""MultiPoint"",""coordinates"":[]}"
